strategy_id,N_fast,N_slow
nf_0390_ns_2058,390,2058
nf_0390_ns_2085,390,2085
nf_0390_ns_2112,390,2112
nf_0390_ns_2138,390,2138
nf_0390_ns_2165,390,2165
nf_0390_ns_2192,390,2192
nf_0390_ns_2218,390,2218
nf_0390_ns_2245,390,2245
nf_0390_ns_2272,390,2272
nf_0390_ns_2299,390,2299
nf_0390_ns_2325,390,2325
nf_0390_ns_2352,390,2352
nf_0390_ns_2379,390,2379
nf_0390_ns_2406,390,2406
nf_0390_ns_2432,390,2432
nf_0390_ns_2459,390,2459
nf_0390_ns_2486,390,2486
nf_0390_ns_2512,390,2512
nf_0390_ns_2539,390,2539
nf_0390_ns_2566,390,2566
nf_0390_ns_2593,390,2593
nf_0390_ns_2619,390,2619
nf_0390_ns_2646,390,2646
nf_0390_ns_2673,390,2673
nf_0390_ns_2700,390,2700
nf_0395_ns_0401,395,401
nf_0395_ns_0428,395,428
nf_0395_ns_0454,395,454
nf_0395_ns_0481,395,481
nf_0395_ns_0508,395,508
nf_0395_ns_0535,395,535
nf_0395_ns_0561,395,561
nf_0395_ns_0588,395,588
nf_0395_ns_0615,395,615
nf_0395_ns_0642,395,642
nf_0395_ns_0668,395,668
nf_0395_ns_0695,395,695
nf_0395_ns_0722,395,722
nf_0395_ns_0748,395,748
nf_0395_ns_0775,395,775
nf_0395_ns_0802,395,802
nf_0395_ns_0829,395,829
nf_0395_ns_0855,395,855
nf_0395_ns_0882,395,882
nf_0395_ns_0909,395,909
nf_0395_ns_0936,395,936
nf_0395_ns_0962,395,962
nf_0395_ns_0989,395,989
nf_0395_ns_1016,395,1016
nf_0395_ns_1042,395,1042
nf_0395_ns_1069,395,1069
nf_0395_ns_1096,395,1096
nf_0395_ns_1123,395,1123
nf_0395_ns_1149,395,1149
nf_0395_ns_1176,395,1176
nf_0395_ns_1203,395,1203
nf_0395_ns_1230,395,1230
nf_0395_ns_1256,395,1256
nf_0395_ns_1283,395,1283
nf_0395_ns_1310,395,1310
nf_0395_ns_1336,395,1336
nf_0395_ns_1363,395,1363
nf_0395_ns_1390,395,1390
nf_0395_ns_1417,395,1417
nf_0395_ns_1443,395,1443
nf_0395_ns_1470,395,1470
nf_0395_ns_1497,395,1497
nf_0395_ns_1524,395,1524
nf_0395_ns_1550,395,1550
nf_0395_ns_1577,395,1577
nf_0395_ns_1604,395,1604
nf_0395_ns_1630,395,1630
nf_0395_ns_1657,395,1657
nf_0395_ns_1684,395,1684
nf_0395_ns_1711,395,1711
nf_0395_ns_1737,395,1737
nf_0395_ns_1764,395,1764
nf_0395_ns_1791,395,1791
nf_0395_ns_1818,395,1818
nf_0395_ns_1844,395,1844
nf_0395_ns_1871,395,1871
nf_0395_ns_1898,395,1898
nf_0395_ns_1924,395,1924
nf_0395_ns_1951,395,1951
nf_0395_ns_1978,395,1978
nf_0395_ns_2005,395,2005
nf_0395_ns_2031,395,2031
nf_0395_ns_2058,395,2058
nf_0395_ns_2085,395,2085
nf_0395_ns_2112,395,2112
nf_0395_ns_2138,395,2138
nf_0395_ns_2165,395,2165
nf_0395_ns_2192,395,2192
nf_0395_ns_2218,395,2218
nf_0395_ns_2245,395,2245
nf_0395_ns_2272,395,2272
nf_0395_ns_2299,395,2299
nf_0395_ns_2325,395,2325
nf_0395_ns_2352,395,2352
nf_0395_ns_2379,395,2379
nf_0395_ns_2406,395,2406
nf_0395_ns_2432,395,2432
nf_0395_ns_2459,395,2459
nf_0395_ns_2486,395,2486
nf_0395_ns_2512,395,2512
nf_0395_ns_2539,395,2539
nf_0395_ns_2566,395,2566
nf_0395_ns_2593,395,2593
nf_0395_ns_2619,395,2619
nf_0395_ns_2646,395,2646
nf_0395_ns_2673,395,2673
nf_0395_ns_2700,395,2700
nf_0400_ns_0401,400,401
nf_0400_ns_0428,400,428
nf_0400_ns_0454,400,454
nf_0400_ns_0481,400,481
nf_0400_ns_0508,400,508
nf_0400_ns_0535,400,535
nf_0400_ns_0561,400,561
nf_0400_ns_0588,400,588
nf_0400_ns_0615,400,615
nf_0400_ns_0642,400,642
nf_0400_ns_0668,400,668
nf_0400_ns_0695,400,695
nf_0400_ns_0722,400,722
nf_0400_ns_0748,400,748
nf_0400_ns_0775,400,775
nf_0400_ns_0802,400,802
nf_0400_ns_0829,400,829
nf_0400_ns_0855,400,855
nf_0400_ns_0882,400,882
nf_0400_ns_0909,400,909
nf_0400_ns_0936,400,936
nf_0400_ns_0962,400,962
nf_0400_ns_0989,400,989
nf_0400_ns_1016,400,1016
nf_0400_ns_1042,400,1042
nf_0400_ns_1069,400,1069
nf_0400_ns_1096,400,1096
nf_0400_ns_1123,400,1123
nf_0400_ns_1149,400,1149
nf_0400_ns_1176,400,1176
nf_0400_ns_1203,400,1203
nf_0400_ns_1230,400,1230
nf_0400_ns_1256,400,1256
nf_0400_ns_1283,400,1283
nf_0400_ns_1310,400,1310
nf_0400_ns_1336,400,1336
nf_0400_ns_1363,400,1363
nf_0400_ns_1390,400,1390
nf_0400_ns_1417,400,1417
nf_0400_ns_1443,400,1443
nf_0400_ns_1470,400,1470
nf_0400_ns_1497,400,1497
nf_0400_ns_1524,400,1524
nf_0400_ns_1550,400,1550
nf_0400_ns_1577,400,1577
nf_0400_ns_1604,400,1604
nf_0400_ns_1630,400,1630
nf_0400_ns_1657,400,1657
nf_0400_ns_1684,400,1684
nf_0400_ns_1711,400,1711
nf_0400_ns_1737,400,1737
nf_0400_ns_1764,400,1764
nf_0400_ns_1791,400,1791
nf_0400_ns_1818,400,1818
nf_0400_ns_1844,400,1844
nf_0400_ns_1871,400,1871
nf_0400_ns_1898,400,1898
nf_0400_ns_1924,400,1924
nf_0400_ns_1951,400,1951
nf_0400_ns_1978,400,1978
nf_0400_ns_2005,400,2005
nf_0400_ns_2031,400,2031
nf_0400_ns_2058,400,2058
nf_0400_ns_2085,400,2085
nf_0400_ns_2112,400,2112
nf_0400_ns_2138,400,2138
nf_0400_ns_2165,400,2165
nf_0400_ns_2192,400,2192
nf_0400_ns_2218,400,2218
nf_0400_ns_2245,400,2245
nf_0400_ns_2272,400,2272
nf_0400_ns_2299,400,2299
nf_0400_ns_2325,400,2325
nf_0400_ns_2352,400,2352
nf_0400_ns_2379,400,2379
nf_0400_ns_2406,400,2406
nf_0400_ns_2432,400,2432
nf_0400_ns_2459,400,2459
nf_0400_ns_2486,400,2486
nf_0400_ns_2512,400,2512
nf_0400_ns_2539,400,2539
nf_0400_ns_2566,400,2566
nf_0400_ns_2593,400,2593
nf_0400_ns_2619,400,2619
nf_0400_ns_2646,400,2646
nf_0400_ns_2673,400,2673
nf_0400_ns_2700,400,2700
nf_0406_ns_0428,406,428
nf_0406_ns_0454,406,454
nf_0406_ns_0481,406,481
nf_0406_ns_0508,406,508
nf_0406_ns_0535,406,535
nf_0406_ns_0561,406,561
nf_0406_ns_0588,406,588
nf_0406_ns_0615,406,615
nf_0406_ns_0642,406,642
nf_0406_ns_0668,406,668
nf_0406_ns_0695,406,695
nf_0406_ns_0722,406,722
nf_0406_ns_0748,406,748
nf_0406_ns_0775,406,775
nf_0406_ns_0802,406,802
nf_0406_ns_0829,406,829
nf_0406_ns_0855,406,855
nf_0406_ns_0882,406,882
nf_0406_ns_0909,406,909
nf_0406_ns_0936,406,936
nf_0406_ns_0962,406,962
nf_0406_ns_0989,406,989
nf_0406_ns_1016,406,1016
nf_0406_ns_1042,406,1042
nf_0406_ns_1069,406,1069
nf_0406_ns_1096,406,1096
nf_0406_ns_1123,406,1123
nf_0406_ns_1149,406,1149
nf_0406_ns_1176,406,1176
nf_0406_ns_1203,406,1203
nf_0406_ns_1230,406,1230
nf_0406_ns_1256,406,1256
nf_0406_ns_1283,406,1283
nf_0406_ns_1310,406,1310
nf_0406_ns_1336,406,1336
nf_0406_ns_1363,406,1363
nf_0406_ns_1390,406,1390
nf_0406_ns_1417,406,1417
nf_0406_ns_1443,406,1443
nf_0406_ns_1470,406,1470
nf_0406_ns_1497,406,1497
nf_0406_ns_1524,406,1524
nf_0406_ns_1550,406,1550
nf_0406_ns_1577,406,1577
nf_0406_ns_1604,406,1604
nf_0406_ns_1630,406,1630
nf_0406_ns_1657,406,1657
nf_0406_ns_1684,406,1684
nf_0406_ns_1711,406,1711
nf_0406_ns_1737,406,1737
nf_0406_ns_1764,406,1764
nf_0406_ns_1791,406,1791
nf_0406_ns_1818,406,1818
nf_0406_ns_1844,406,1844
nf_0406_ns_1871,406,1871
nf_0406_ns_1898,406,1898
nf_0406_ns_1924,406,1924
nf_0406_ns_1951,406,1951
nf_0406_ns_1978,406,1978
nf_0406_ns_2005,406,2005
nf_0406_ns_2031,406,2031
nf_0406_ns_2058,406,2058
nf_0406_ns_2085,406,2085
nf_0406_ns_2112,406,2112
nf_0406_ns_2138,406,2138
nf_0406_ns_2165,406,2165
nf_0406_ns_2192,406,2192
nf_0406_ns_2218,406,2218
nf_0406_ns_2245,406,2245
nf_0406_ns_2272,406,2272
nf_0406_ns_2299,406,2299
nf_0406_ns_2325,406,2325
nf_0406_ns_2352,406,2352
nf_0406_ns_2379,406,2379
nf_0406_ns_2406,406,2406
nf_0406_ns_2432,406,2432
nf_0406_ns_2459,406,2459
nf_0406_ns_2486,406,2486
nf_0406_ns_2512,406,2512
nf_0406_ns_2539,406,2539
nf_0406_ns_2566,406,2566
nf_0406_ns_2593,406,2593
nf_0406_ns_2619,406,2619
nf_0406_ns_2646,406,2646
nf_0406_ns_2673,406,2673
nf_0406_ns_2700,406,2700
nf_0411_ns_0428,411,428
nf_0411_ns_0454,411,454
nf_0411_ns_0481,411,481
nf_0411_ns_0508,411,508
nf_0411_ns_0535,411,535
nf_0411_ns_0561,411,561
nf_0411_ns_0588,411,588
nf_0411_ns_0615,411,615
nf_0411_ns_0642,411,642
nf_0411_ns_0668,411,668
nf_0411_ns_0695,411,695
nf_0411_ns_0722,411,722
nf_0411_ns_0748,411,748
nf_0411_ns_0775,411,775
nf_0411_ns_0802,411,802
nf_0411_ns_0829,411,829
nf_0411_ns_0855,411,855
nf_0411_ns_0882,411,882
nf_0411_ns_0909,411,909
nf_0411_ns_0936,411,936
nf_0411_ns_0962,411,962
nf_0411_ns_0989,411,989
nf_0411_ns_1016,411,1016
nf_0411_ns_1042,411,1042
nf_0411_ns_1069,411,1069
nf_0411_ns_1096,411,1096
nf_0411_ns_1123,411,1123
nf_0411_ns_1149,411,1149
nf_0411_ns_1176,411,1176
nf_0411_ns_1203,411,1203
nf_0411_ns_1230,411,1230
nf_0411_ns_1256,411,1256
nf_0411_ns_1283,411,1283
nf_0411_ns_1310,411,1310
nf_0411_ns_1336,411,1336
nf_0411_ns_1363,411,1363
nf_0411_ns_1390,411,1390
nf_0411_ns_1417,411,1417
nf_0411_ns_1443,411,1443
nf_0411_ns_1470,411,1470
nf_0411_ns_1497,411,1497
nf_0411_ns_1524,411,1524
nf_0411_ns_1550,411,1550
nf_0411_ns_1577,411,1577
nf_0411_ns_1604,411,1604
nf_0411_ns_1630,411,1630
nf_0411_ns_1657,411,1657
nf_0411_ns_1684,411,1684
nf_0411_ns_1711,411,1711
nf_0411_ns_1737,411,1737
nf_0411_ns_1764,411,1764
nf_0411_ns_1791,411,1791
nf_0411_ns_1818,411,1818
nf_0411_ns_1844,411,1844
nf_0411_ns_1871,411,1871
nf_0411_ns_1898,411,1898
nf_0411_ns_1924,411,1924
nf_0411_ns_1951,411,1951
nf_0411_ns_1978,411,1978
nf_0411_ns_2005,411,2005
nf_0411_ns_2031,411,2031
nf_0411_ns_2058,411,2058
nf_0411_ns_2085,411,2085
nf_0411_ns_2112,411,2112
nf_0411_ns_2138,411,2138
nf_0411_ns_2165,411,2165
nf_0411_ns_2192,411,2192
nf_0411_ns_2218,411,2218
nf_0411_ns_2245,411,2245
nf_0411_ns_2272,411,2272
nf_0411_ns_2299,411,2299
nf_0411_ns_2325,411,2325
nf_0411_ns_2352,411,2352
nf_0411_ns_2379,411,2379
nf_0411_ns_2406,411,2406
nf_0411_ns_2432,411,2432
nf_0411_ns_2459,411,2459
nf_0411_ns_2486,411,2486
nf_0411_ns_2512,411,2512
nf_0411_ns_2539,411,2539
nf_0411_ns_2566,411,2566
nf_0411_ns_2593,411,2593
nf_0411_ns_2619,411,2619
nf_0411_ns_2646,411,2646
nf_0411_ns_2673,411,2673
nf_0411_ns_2700,411,2700
nf_0416_ns_0428,416,428
nf_0416_ns_0454,416,454
nf_0416_ns_0481,416,481
nf_0416_ns_0508,416,508
nf_0416_ns_0535,416,535
nf_0416_ns_0561,416,561
nf_0416_ns_0588,416,588
nf_0416_ns_0615,416,615
nf_0416_ns_0642,416,642
nf_0416_ns_0668,416,668
nf_0416_ns_0695,416,695
nf_0416_ns_0722,416,722
nf_0416_ns_0748,416,748
nf_0416_ns_0775,416,775
nf_0416_ns_0802,416,802
nf_0416_ns_0829,416,829
nf_0416_ns_0855,416,855
nf_0416_ns_0882,416,882
nf_0416_ns_0909,416,909
nf_0416_ns_0936,416,936
nf_0416_ns_0962,416,962
nf_0416_ns_0989,416,989
nf_0416_ns_1016,416,1016
nf_0416_ns_1042,416,1042
nf_0416_ns_1069,416,1069
nf_0416_ns_1096,416,1096
nf_0416_ns_1123,416,1123
nf_0416_ns_1149,416,1149
nf_0416_ns_1176,416,1176
nf_0416_ns_1203,416,1203
nf_0416_ns_1230,416,1230
nf_0416_ns_1256,416,1256
nf_0416_ns_1283,416,1283
nf_0416_ns_1310,416,1310
nf_0416_ns_1336,416,1336
nf_0416_ns_1363,416,1363
nf_0416_ns_1390,416,1390
nf_0416_ns_1417,416,1417
nf_0416_ns_1443,416,1443
nf_0416_ns_1470,416,1470
nf_0416_ns_1497,416,1497
nf_0416_ns_1524,416,1524
nf_0416_ns_1550,416,1550
nf_0416_ns_1577,416,1577
nf_0416_ns_1604,416,1604
nf_0416_ns_1630,416,1630
nf_0416_ns_1657,416,1657
nf_0416_ns_1684,416,1684
nf_0416_ns_1711,416,1711
nf_0416_ns_1737,416,1737
nf_0416_ns_1764,416,1764
nf_0416_ns_1791,416,1791
nf_0416_ns_1818,416,1818
nf_0416_ns_1844,416,1844
nf_0416_ns_1871,416,1871
nf_0416_ns_1898,416,1898
nf_0416_ns_1924,416,1924
nf_0416_ns_1951,416,1951
nf_0416_ns_1978,416,1978
nf_0416_ns_2005,416,2005
nf_0416_ns_2031,416,2031
nf_0416_ns_2058,416,2058
nf_0416_ns_2085,416,2085
nf_0416_ns_2112,416,2112
nf_0416_ns_2138,416,2138
nf_0416_ns_2165,416,2165
nf_0416_ns_2192,416,2192
nf_0416_ns_2218,416,2218
nf_0416_ns_2245,416,2245
nf_0416_ns_2272,416,2272
nf_0416_ns_2299,416,2299
nf_0416_ns_2325,416,2325
nf_0416_ns_2352,416,2352
nf_0416_ns_2379,416,2379
nf_0416_ns_2406,416,2406
nf_0416_ns_2432,416,2432
nf_0416_ns_2459,416,2459
nf_0416_ns_2486,416,2486
nf_0416_ns_2512,416,2512
nf_0416_ns_2539,416,2539
nf_0416_ns_2566,416,2566
nf_0416_ns_2593,416,2593
nf_0416_ns_2619,416,2619
nf_0416_ns_2646,416,2646
nf_0416_ns_2673,416,2673
nf_0416_ns_2700,416,2700
nf_0422_ns_0428,422,428
nf_0422_ns_0454,422,454
nf_0422_ns_0481,422,481
nf_0422_ns_0508,422,508
nf_0422_ns_0535,422,535
nf_0422_ns_0561,422,561
nf_0422_ns_0588,422,588
nf_0422_ns_0615,422,615
nf_0422_ns_0642,422,642
nf_0422_ns_0668,422,668
nf_0422_ns_0695,422,695
nf_0422_ns_0722,422,722
nf_0422_ns_0748,422,748
nf_0422_ns_0775,422,775
nf_0422_ns_0802,422,802
nf_0422_ns_0829,422,829
nf_0422_ns_0855,422,855
nf_0422_ns_0882,422,882
nf_0422_ns_0909,422,909
nf_0422_ns_0936,422,936
nf_0422_ns_0962,422,962
nf_0422_ns_0989,422,989
nf_0422_ns_1016,422,1016
nf_0422_ns_1042,422,1042
nf_0422_ns_1069,422,1069
nf_0422_ns_1096,422,1096
nf_0422_ns_1123,422,1123
nf_0422_ns_1149,422,1149
nf_0422_ns_1176,422,1176
nf_0422_ns_1203,422,1203
nf_0422_ns_1230,422,1230
nf_0422_ns_1256,422,1256
nf_0422_ns_1283,422,1283
nf_0422_ns_1310,422,1310
nf_0422_ns_1336,422,1336
nf_0422_ns_1363,422,1363
nf_0422_ns_1390,422,1390
nf_0422_ns_1417,422,1417
nf_0422_ns_1443,422,1443
nf_0422_ns_1470,422,1470
nf_0422_ns_1497,422,1497
nf_0422_ns_1524,422,1524
nf_0422_ns_1550,422,1550
nf_0422_ns_1577,422,1577
nf_0422_ns_1604,422,1604
nf_0422_ns_1630,422,1630
nf_0422_ns_1657,422,1657
nf_0422_ns_1684,422,1684
nf_0422_ns_1711,422,1711
nf_0422_ns_1737,422,1737
nf_0422_ns_1764,422,1764
nf_0422_ns_1791,422,1791
nf_0422_ns_1818,422,1818
nf_0422_ns_1844,422,1844
nf_0422_ns_1871,422,1871
nf_0422_ns_1898,422,1898
nf_0422_ns_1924,422,1924
nf_0422_ns_1951,422,1951
nf_0422_ns_1978,422,1978
nf_0422_ns_2005,422,2005
nf_0422_ns_2031,422,2031
nf_0422_ns_2058,422,2058
nf_0422_ns_2085,422,2085
nf_0422_ns_2112,422,2112
nf_0422_ns_2138,422,2138
nf_0422_ns_2165,422,2165
nf_0422_ns_2192,422,2192
nf_0422_ns_2218,422,2218
nf_0422_ns_2245,422,2245
nf_0422_ns_2272,422,2272
nf_0422_ns_2299,422,2299
nf_0422_ns_2325,422,2325
nf_0422_ns_2352,422,2352
nf_0422_ns_2379,422,2379
nf_0422_ns_2406,422,2406
nf_0422_ns_2432,422,2432
nf_0422_ns_2459,422,2459
nf_0422_ns_2486,422,2486
nf_0422_ns_2512,422,2512
nf_0422_ns_2539,422,2539
nf_0422_ns_2566,422,2566
nf_0422_ns_2593,422,2593
nf_0422_ns_2619,422,2619
nf_0422_ns_2646,422,2646
nf_0422_ns_2673,422,2673
nf_0422_ns_2700,422,2700
nf_0427_ns_0428,427,428
nf_0427_ns_0454,427,454
nf_0427_ns_0481,427,481
nf_0427_ns_0508,427,508
nf_0427_ns_0535,427,535
nf_0427_ns_0561,427,561
nf_0427_ns_0588,427,588
nf_0427_ns_0615,427,615
nf_0427_ns_0642,427,642
nf_0427_ns_0668,427,668
nf_0427_ns_0695,427,695
nf_0427_ns_0722,427,722
nf_0427_ns_0748,427,748
nf_0427_ns_0775,427,775
nf_0427_ns_0802,427,802
nf_0427_ns_0829,427,829
nf_0427_ns_0855,427,855
nf_0427_ns_0882,427,882
nf_0427_ns_0909,427,909
nf_0427_ns_0936,427,936
nf_0427_ns_0962,427,962
nf_0427_ns_0989,427,989
nf_0427_ns_1016,427,1016
nf_0427_ns_1042,427,1042
nf_0427_ns_1069,427,1069
nf_0427_ns_1096,427,1096
nf_0427_ns_1123,427,1123
nf_0427_ns_1149,427,1149
nf_0427_ns_1176,427,1176
nf_0427_ns_1203,427,1203
nf_0427_ns_1230,427,1230
nf_0427_ns_1256,427,1256
nf_0427_ns_1283,427,1283
nf_0427_ns_1310,427,1310
nf_0427_ns_1336,427,1336
nf_0427_ns_1363,427,1363
nf_0427_ns_1390,427,1390
nf_0427_ns_1417,427,1417
nf_0427_ns_1443,427,1443
nf_0427_ns_1470,427,1470
nf_0427_ns_1497,427,1497
nf_0427_ns_1524,427,1524
nf_0427_ns_1550,427,1550
nf_0427_ns_1577,427,1577
nf_0427_ns_1604,427,1604
nf_0427_ns_1630,427,1630
nf_0427_ns_1657,427,1657
nf_0427_ns_1684,427,1684
nf_0427_ns_1711,427,1711
nf_0427_ns_1737,427,1737
nf_0427_ns_1764,427,1764
nf_0427_ns_1791,427,1791
nf_0427_ns_1818,427,1818
nf_0427_ns_1844,427,1844
nf_0427_ns_1871,427,1871
nf_0427_ns_1898,427,1898
nf_0427_ns_1924,427,1924
nf_0427_ns_1951,427,1951
nf_0427_ns_1978,427,1978
nf_0427_ns_2005,427,2005
nf_0427_ns_2031,427,2031
nf_0427_ns_2058,427,2058
nf_0427_ns_2085,427,2085
nf_0427_ns_2112,427,2112
nf_0427_ns_2138,427,2138
nf_0427_ns_2165,427,2165
nf_0427_ns_2192,427,2192
nf_0427_ns_2218,427,2218
nf_0427_ns_2245,427,2245
nf_0427_ns_2272,427,2272
nf_0427_ns_2299,427,2299
nf_0427_ns_2325,427,2325
nf_0427_ns_2352,427,2352
nf_0427_ns_2379,427,2379
nf_0427_ns_2406,427,2406
nf_0427_ns_2432,427,2432
nf_0427_ns_2459,427,2459
nf_0427_ns_2486,427,2486
nf_0427_ns_2512,427,2512
nf_0427_ns_2539,427,2539
nf_0427_ns_2566,427,2566
nf_0427_ns_2593,427,2593
nf_0427_ns_2619,427,2619
nf_0427_ns_2646,427,2646
nf_0427_ns_2673,427,2673
nf_0427_ns_2700,427,2700
nf_0432_ns_0454,432,454
nf_0432_ns_0481,432,481
nf_0432_ns_0508,432,508
nf_0432_ns_0535,432,535
nf_0432_ns_0561,432,561
nf_0432_ns_0588,432,588
nf_0432_ns_0615,432,615
nf_0432_ns_0642,432,642
nf_0432_ns_0668,432,668
nf_0432_ns_0695,432,695
nf_0432_ns_0722,432,722
nf_0432_ns_0748,432,748
nf_0432_ns_0775,432,775
nf_0432_ns_0802,432,802
nf_0432_ns_0829,432,829
nf_0432_ns_0855,432,855
nf_0432_ns_0882,432,882
nf_0432_ns_0909,432,909
nf_0432_ns_0936,432,936
nf_0432_ns_0962,432,962
nf_0432_ns_0989,432,989
nf_0432_ns_1016,432,1016
nf_0432_ns_1042,432,1042
nf_0432_ns_1069,432,1069
nf_0432_ns_1096,432,1096
nf_0432_ns_1123,432,1123
nf_0432_ns_1149,432,1149
nf_0432_ns_1176,432,1176
nf_0432_ns_1203,432,1203
nf_0432_ns_1230,432,1230
nf_0432_ns_1256,432,1256
nf_0432_ns_1283,432,1283
nf_0432_ns_1310,432,1310
nf_0432_ns_1336,432,1336
nf_0432_ns_1363,432,1363
nf_0432_ns_1390,432,1390
nf_0432_ns_1417,432,1417
nf_0432_ns_1443,432,1443
nf_0432_ns_1470,432,1470
nf_0432_ns_1497,432,1497
nf_0432_ns_1524,432,1524
nf_0432_ns_1550,432,1550
nf_0432_ns_1577,432,1577
nf_0432_ns_1604,432,1604
nf_0432_ns_1630,432,1630
nf_0432_ns_1657,432,1657
nf_0432_ns_1684,432,1684
nf_0432_ns_1711,432,1711
nf_0432_ns_1737,432,1737
nf_0432_ns_1764,432,1764
nf_0432_ns_1791,432,1791
nf_0432_ns_1818,432,1818
nf_0432_ns_1844,432,1844
nf_0432_ns_1871,432,1871
nf_0432_ns_1898,432,1898
nf_0432_ns_1924,432,1924
nf_0432_ns_1951,432,1951
nf_0432_ns_1978,432,1978
nf_0432_ns_2005,432,2005
nf_0432_ns_2031,432,2031
nf_0432_ns_2058,432,2058
nf_0432_ns_2085,432,2085
nf_0432_ns_2112,432,2112
nf_0432_ns_2138,432,2138
nf_0432_ns_2165,432,2165
nf_0432_ns_2192,432,2192
nf_0432_ns_2218,432,2218
nf_0432_ns_2245,432,2245
nf_0432_ns_2272,432,2272
nf_0432_ns_2299,432,2299
nf_0432_ns_2325,432,2325
nf_0432_ns_2352,432,2352
nf_0432_ns_2379,432,2379
nf_0432_ns_2406,432,2406
nf_0432_ns_2432,432,2432
nf_0432_ns_2459,432,2459
nf_0432_ns_2486,432,2486
nf_0432_ns_2512,432,2512
nf_0432_ns_2539,432,2539
nf_0432_ns_2566,432,2566
nf_0432_ns_2593,432,2593
nf_0432_ns_2619,432,2619
nf_0432_ns_2646,432,2646
nf_0432_ns_2673,432,2673
nf_0432_ns_2700,432,2700
nf_0438_ns_0454,438,454
nf_0438_ns_0481,438,481
nf_0438_ns_0508,438,508
nf_0438_ns_0535,438,535
nf_0438_ns_0561,438,561
nf_0438_ns_0588,438,588
nf_0438_ns_0615,438,615
nf_0438_ns_0642,438,642
nf_0438_ns_0668,438,668
nf_0438_ns_0695,438,695
nf_0438_ns_0722,438,722
nf_0438_ns_0748,438,748
nf_0438_ns_0775,438,775
nf_0438_ns_0802,438,802
nf_0438_ns_0829,438,829
nf_0438_ns_0855,438,855
nf_0438_ns_0882,438,882
nf_0438_ns_0909,438,909
nf_0438_ns_0936,438,936
nf_0438_ns_0962,438,962
nf_0438_ns_0989,438,989
nf_0438_ns_1016,438,1016
nf_0438_ns_1042,438,1042
nf_0438_ns_1069,438,1069
nf_0438_ns_1096,438,1096
nf_0438_ns_1123,438,1123
nf_0438_ns_1149,438,1149
nf_0438_ns_1176,438,1176
nf_0438_ns_1203,438,1203
nf_0438_ns_1230,438,1230
nf_0438_ns_1256,438,1256
nf_0438_ns_1283,438,1283
nf_0438_ns_1310,438,1310
nf_0438_ns_1336,438,1336
nf_0438_ns_1363,438,1363
nf_0438_ns_1390,438,1390
nf_0438_ns_1417,438,1417
nf_0438_ns_1443,438,1443
nf_0438_ns_1470,438,1470
nf_0438_ns_1497,438,1497
nf_0438_ns_1524,438,1524
nf_0438_ns_1550,438,1550
nf_0438_ns_1577,438,1577
nf_0438_ns_1604,438,1604
nf_0438_ns_1630,438,1630
nf_0438_ns_1657,438,1657
nf_0438_ns_1684,438,1684
nf_0438_ns_1711,438,1711
nf_0438_ns_1737,438,1737
nf_0438_ns_1764,438,1764
nf_0438_ns_1791,438,1791
nf_0438_ns_1818,438,1818
nf_0438_ns_1844,438,1844
nf_0438_ns_1871,438,1871
nf_0438_ns_1898,438,1898
nf_0438_ns_1924,438,1924
nf_0438_ns_1951,438,1951
nf_0438_ns_1978,438,1978
nf_0438_ns_2005,438,2005
nf_0438_ns_2031,438,2031
nf_0438_ns_2058,438,2058
nf_0438_ns_2085,438,2085
nf_0438_ns_2112,438,2112
nf_0438_ns_2138,438,2138
nf_0438_ns_2165,438,2165
nf_0438_ns_2192,438,2192
nf_0438_ns_2218,438,2218
nf_0438_ns_2245,438,2245
nf_0438_ns_2272,438,2272
nf_0438_ns_2299,438,2299
nf_0438_ns_2325,438,2325
nf_0438_ns_2352,438,2352
nf_0438_ns_2379,438,2379
nf_0438_ns_2406,438,2406
nf_0438_ns_2432,438,2432
nf_0438_ns_2459,438,2459
nf_0438_ns_2486,438,2486
nf_0438_ns_2512,438,2512
nf_0438_ns_2539,438,2539
nf_0438_ns_2566,438,2566
nf_0438_ns_2593,438,2593
nf_0438_ns_2619,438,2619
nf_0438_ns_2646,438,2646
nf_0438_ns_2673,438,2673
nf_0438_ns_2700,438,2700
nf_0443_ns_0454,443,454
nf_0443_ns_0481,443,481
nf_0443_ns_0508,443,508
nf_0443_ns_0535,443,535
nf_0443_ns_0561,443,561
nf_0443_ns_0588,443,588
nf_0443_ns_0615,443,615
nf_0443_ns_0642,443,642
nf_0443_ns_0668,443,668
nf_0443_ns_0695,443,695
nf_0443_ns_0722,443,722
nf_0443_ns_0748,443,748
nf_0443_ns_0775,443,775
nf_0443_ns_0802,443,802
nf_0443_ns_0829,443,829
nf_0443_ns_0855,443,855
nf_0443_ns_0882,443,882
nf_0443_ns_0909,443,909
nf_0443_ns_0936,443,936
nf_0443_ns_0962,443,962
nf_0443_ns_0989,443,989
nf_0443_ns_1016,443,1016
nf_0443_ns_1042,443,1042
nf_0443_ns_1069,443,1069
nf_0443_ns_1096,443,1096
nf_0443_ns_1123,443,1123
nf_0443_ns_1149,443,1149
nf_0443_ns_1176,443,1176
nf_0443_ns_1203,443,1203
nf_0443_ns_1230,443,1230
nf_0443_ns_1256,443,1256
nf_0443_ns_1283,443,1283
nf_0443_ns_1310,443,1310
nf_0443_ns_1336,443,1336
nf_0443_ns_1363,443,1363
nf_0443_ns_1390,443,1390
